Epoch,Tr_Loss
0,5.3666269116931495
1,5.3608613808949785
2,5.345983770158556
3,5.303287016020881
4,5.2746324804094105
5,5.255046897464329
6,5.241677350468105
7,5.231050570805867
8,5.219989577929179
9,5.211236000061035
10,5.202432195345561
11,5.194804377026028
12,5.188055687480503
13,5.182066215409173
14,5.178258922364977
15,5.172486424446106
16,5.168360471725464
17,5.161001960436503
18,5.157687452104357
19,5.156956381267971
20,5.152567969428168
21,5.1489669349458485
22,5.14359438419342
23,5.140771614180671
24,5.1393528249528675
25,5.1378803385628595
26,5.134203195571899
27,5.132733331786262
28,5.129998034901089
29,5.127679957283868
30,5.1259082953135175
31,5.124664213922289
32,5.121736937099033
33,5.121895657645331
34,5.11846387386322
35,5.116820587052239
36,5.116295324431525
37,5.1140950255923805
38,5.113671832614475
39,5.1108180152045355
40,5.110559384028117
41,5.1092816723717585
42,5.10826117462582
43,5.106496108902825
44,5.105062617195977
45,5.103972434997559
46,5.103159003787571
47,5.102178573608398
48,5.1002002292209205
49,5.099461595217387
50,5.099340054723951
51,5.099182658725315
52,5.097436123424107
53,5.096756378809611
54,5.095599055290222
55,5.094212320115831
56,5.093768583403693
57,5.093140734566583
58,5.093049552705553
59,5.092148648367988
60,5.092459387249416
61,5.09056896633572
62,5.08879910575019
63,5.089006476932102
64,5.087255411677891
65,5.088197125328912
66,5.083998190032111
67,5.084445675214131
68,5.08449203438229
69,5.0827764007780285
70,5.082085331281026
71,5.082724385791355
72,5.0811995135413275
73,5.079348391956753
74,5.079568929142422
75,5.077371637026469
76,5.076562033759223
77,5.077515893512302
78,5.075168079800076
79,5.074619068039788
80,5.073097613122728
81,5.074886971049839
82,5.071701659096612
83,5.074515554640028
84,5.071228252516852
85,5.071758680873447
86,5.071371648046705
87,5.069718811247084
88,5.069464021258884
89,5.068642814954122
90,5.06832922829522
91,5.067342890633477
92,5.06702380710178
93,5.065519836213854
94,5.061901052792867
95,5.062558929125468
96,5.061404267946879
97,5.0609146224127874
98,5.059910575548808
99,5.060754881964789
100,5.058987259864807
101,5.057199756304423
102,5.055204404724969
103,5.056999577416314
104,5.0546530617607965
105,5.0553924507564965
106,5.0541989008585615
107,5.053209847874111
108,5.050028986401028
109,5.0493022203445435
110,5.048583017455207
111,5.048533386654324
112,5.047368420494927
113,5.047401467959086
114,5.046427501572503
115,5.044983453220791
116,5.043759451972114
117,5.043408777978685
118,5.04282283782959
119,5.040402332941691
120,5.040404770109388
121,5.039861175749037
122,5.038121051258511
123,5.039149496290419
124,5.036509725782606
125,5.034507089191013
126,5.035303725136651
127,5.035322030385335
128,5.033746997515361
129,5.032865060700311
130,5.032657000753614
131,5.0301053921381635
132,5.028686536682977
133,5.03003732363383
134,5.029268198543125
135,5.027280198203193
136,5.027113914489746
137,5.025563597679138
138,5.024937974082099
139,5.024557126892938
140,5.024094475640191
141,5.02325603697035
142,5.021103037728204
143,5.021566377745734
144,5.020855108896892
145,5.018248544798957
146,5.018534395429823
147,5.017836160129971
148,5.017275492350261
149,5.015520201789008
150,5.01542149649726
151,5.012583494186401
152,5.012459834416707
153,5.011009004380968
154,5.0113085640801325
155,5.011168599128723
156,5.0087425046496925
157,5.009117563565572
158,5.008949518203735
159,5.007527232170105
160,5.0073325634002686
161,5.005049864451091
162,5.00601343313853
163,5.004455539915297
164,5.002899845441182
165,5.003984530766805
166,5.003219140900506
167,5.002232114473979
168,5.001714110374451
169,5.0000112719006005
170,5.000314195950826
171,4.999558726946513
172,5.0027121967739525
173,4.999064021640354
174,4.997515757878621
175,4.997539970609877
176,4.997695287068685
177,4.996300207244025
178,4.995506723721822
179,4.99404169453515
180,4.994051151805454
181,4.9915900230407715
182,4.993541373146905
183,4.993163479699029
184,4.993733498785231
185,4.990836328930325
186,4.990331252415975
187,4.990018036630419
188,4.988336284955342
189,4.988347450892131
190,4.988862461513943
191,4.987732145521376
192,4.988327132331
193,4.986786087354024
194,4.987131675084432
195,4.985444029172261
196,4.985745403501722
197,4.9849132431877985
198,4.984506514337328
199,4.985566973686218
200,4.9823676745096845
201,4.981558336151971
202,4.982258624500698
203,4.982119070159064
204,4.982479890187581
205,4.982447796397739
206,4.982941031455994
207,4.980155123604669
208,4.980421503384908
209,4.9805146720674305
210,4.9788607358932495
211,4.979521420266893
212,4.977154837714301
213,4.9762266874313354
214,4.976565599441528
215,4.975185407532586
216,4.97721967432234
217,4.9764812919828625
218,4.975159539116754
219,4.97590086195204
220,4.9746227794223365
221,4.975098821851942
222,4.973796248435974
223,4.974521385298835
224,4.973765571912129
225,4.973929736349318
226,4.974167863527934
227,4.9732407331466675
228,4.972837064001295
229,4.973099178738064
230,4.9734041293462115
231,4.972732186317444
232,4.97136664390564
233,4.971781306796604
234,4.9725124968422785
235,4.9708989063898725
236,4.970895171165466
237,4.970887409316169
238,4.970260368453132
239,4.969175524181789
240,4.969793253474766
241,4.969036393695408
242,4.968789246347216
243,4.968792888853285
244,4.9685527086257935
245,4.9681580199135675
246,4.969418525695801
247,4.967384192678663
248,4.9678828318913775
249,4.967377569940355
250,4.966992735862732
251,4.966388477219476
252,4.967905110783047
253,4.966937144597371
254,4.96537979443868
255,4.966233637597826
256,4.967154873741998
257,4.966746396488613
258,4.9651356140772505
259,4.966223544544643
260,4.965123666657342
261,4.962463921970791
262,4.959724399778578
263,4.9594698614544335
264,4.959315180778503
265,4.9593468639585705
266,4.959859053293864
267,4.959538963105944
268,4.958725968996684
269,4.9552194542355
270,4.957887450853984
271,4.958211541175842
272,4.957390811708239
273,4.957692517174615
274,4.958424952295092
275,4.957606474558513
276,4.95726137691074
277,4.956850383016798
278,4.95575585630205
279,4.955927597151862
280,4.955684396955702
281,4.955227851867676
282,4.955152299669054
283,4.9558969206280175
284,4.9549934069315595
285,4.956038461791144
286,4.9550524022844105
287,4.954589340421888
288,4.955060680707295
289,4.955001208517286
290,4.955535504553053
291,4.9552012417051525
292,4.955623216099209
293,4.954453984896342
294,4.954515682326423
295,4.954085270563762
296,4.953969438870748
297,4.9545521471235485
298,4.9545331133736505
299,4.9539512263404
300,4.953929238849216
301,4.954383042123583
302,4.953559796015422
303,4.954545749558343
304,4.954001069068909
305,4.954216943846808
306,4.954012089305454
307,4.95377254486084
308,4.9533318810992775
309,4.954445706473456
310,4.953025605943468
311,4.953297601805793
312,4.953655812475416
313,4.9527556498845415
314,4.954479734102885
315,4.953943133354187
316,4.953392518891229
317,4.9529364638858375
318,4.952397730615404
319,4.954280323452419
320,4.954272323184544
321,4.953102774090237
322,4.9533771011564465
323,4.952808115217421
324,4.954888463020325
325,4.9544035991032915
326,4.95286828941769
327,4.954580903053284
328,4.953455766042073
329,4.9532091750039
330,4.953592287169562
331,4.954187777307299
332,4.953681389490764
333,4.953393194410536
334,4.953064892027113
335,4.952767968177795
336,4.953227546479967
337,4.9541614055633545
338,4.952504793802897
339,4.953087555037604
340,4.953769034809536
341,4.954205380545722
342,4.953427288267347
343,4.953098588519627
344,4.95381772518158
345,4.954141166475084
346,4.952593538496229
347,4.953045143021478
348,4.953183280097114
349,4.953172034687466
350,4.952658785714044
351,4.952972173690796
352,4.953988975948757
353,4.953416281276279
354,4.953268395529853
355,4.9532031483120385
356,4.953655640284221
357,4.953168670336406
358,4.952508807182312
359,4.955051342646281
360,4.9532738659116955
361,4.952775875727336
362,4.953395167986552
363,4.954199247890049
364,4.950968835088942
365,4.953884628083971
366,4.953505767716302
367,4.953202207883199
368,4.952320482995775
369,4.952553841802809
370,4.953364173571269
371,4.953105039066738
372,4.953323642412822
373,4.953382280137804
374,4.953997519281176
375,4.9537913004557295
376,4.953395552105373
377,4.952467679977417
378,4.953454322285122
379,4.9541976186964245
380,4.952980240186055
381,4.953956988122728
382,4.95282600985633
383,4.953907344076368
384,4.953514973322551
385,4.953743828667535
386,4.952862170007494
387,4.952568226390415
388,4.953210088941786
389,4.951893475320604
390,4.9539214505089655
391,4.952831798129612
392,4.9535180065366955
393,4.953116801049974
394,4.954521947436863
395,4.9535740746392145
396,4.952582240104675
397,4.9537034432093305
398,4.95303377840254
399,4.953299283981323
400,4.954076713985867
401,4.953366160392761
402,4.9542188379499645
403,4.953947967953152
404,4.9530488517549305
405,4.951855487293667
406,4.954624003834194
407,4.95212897989485
408,4.95387323697408
409,4.953227506743537
410,4.952309727668762
411,4.953156153361003
412,4.954083522160848
413,4.953660156991747
414,4.954315781593323
415,4.953775776757134
416,4.9538412888844805
417,4.952948371569316
418,4.952229022979736
419,4.953678886095683
420,4.953706012831794
421,4.9542824029922485
422,4.954336524009705
423,4.953651150067647
424,4.953617307874891
425,4.954052302572462
426,4.954118662410313
427,4.953731152746412
428,4.953122470113966
429,4.954767015245226
430,4.952713489532471
431,4.952886170811123
432,4.953918404049343
433,4.954184704356724
434,4.953906748029921
435,4.952014009157817
436,4.954007678561741
437,4.954142305586073
438,4.9527309205796985
439,4.953224341074626
440,4.953472812970479
441,4.953268806139628
442,4.952529019779629
443,4.953668819533454
444,4.954299012819926
445,4.954038580258687
446,4.9536267386542425
447,4.953003274069892
448,4.952490210533142
449,4.953014161851671
450,4.953018161985609
451,4.952500780423482
452,4.954073627789815
453,4.953248196178013
454,4.953280780050489
455,4.953559703297085
456,4.953506840599908
457,4.95339560508728
458,4.95321884420183
459,4.952385014957851
460,4.953829937511021
461,4.953171743286981
462,4.953268064392938
463,4.952343040042454
464,4.952087216907078
465,4.953786889712016
466,4.952920145458645
467,4.95337810781267
468,4.9537793265448675
469,4.953818400700887
470,4.953665124045478
471,4.95385315683153
472,4.953133715523614
473,4.954454077614678
474,4.954434368345472
475,4.953781829939948
476,4.9537102646297875
477,4.952435149086846
478,4.951753722296821
479,4.953758451673719
480,4.95350526438819
481,4.953478323088752
482,4.954473045137194
483,4.95460131433275
484,4.953784677717421
485,4.954814963870579
486,4.953513463338216
487,4.952666534317864
488,4.953373630841573
489,4.953869647449917
490,4.952302548620436
491,4.953510575824314
492,4.95275076230367
493,4.95293296708001
494,4.952702363332112
495,4.953566537963019
496,4.953036268552144
497,4.9524303277333575
498,4.954975671238369
499,4.953694449530707
